project,approach,iter,dep_num,history_num,input_file,train_size,test_size,epoch_num,loss,tp,fp,tn,fn,random_precision,precision,recall,f1,auc,accuracy
accumulo,my,8,0,10,Dataset/accumulo_500_concatenated.csv,12504,1081,400,0.5971255898475647,756,325,0,0,0.6993524514338575,0.6993524514338575,1.0,0.8230811105062601,0.5,0.6993524514338575
accumulo,my,8,0,11,Dataset/accumulo_500_concatenated.csv,13824,1081,400,0.5841895937919617,756,325,0,0,0.6993524514338575,0.6993524514338575,1.0,0.8230811105062601,0.5,0.6993524514338575
accumulo,my,8,0,12,Dataset/accumulo_500_concatenated.csv,13968,1081,400,0.6317749619483948,756,325,0,0,0.6993524514338575,0.6993524514338575,1.0,0.8230811105062601,0.5,0.6993524514338575
accumulo,my,8,0,13,Dataset/accumulo_500_concatenated.csv,14358,1081,400,0.6024162471294403,756,325,0,0,0.6993524514338575,0.6993524514338575,1.0,0.8230811105062601,0.5,0.6993524514338575
accumulo,my,9,0,1,Dataset/accumulo_500_concatenated.csv,1328,1081,400,0.5921535491943359,546,115,210,210,0.6993524514338575,0.8260211800302572,0.7222222222222222,0.7706422018348623,0.6841880341880342,0.6993524514338575
accumulo,my,9,0,2,Dataset/accumulo_500_concatenated.csv,2422,1081,400,0.5870934724807739,270,55,483,273,0.5023126734505088,0.8307692307692308,0.4972375690607735,0.6221198156682028,0.6975035428946992,0.696577243293247
accumulo,my,9,0,3,Dataset/accumulo_500_concatenated.csv,4222,1081,400,0.6449346542358398,175,104,612,190,0.33765032377428306,0.6272401433691757,0.4794520547945205,0.5434782608695653,0.6671003290732379,0.7280296022201665
accumulo,my,9,0,4,Dataset/accumulo_500_concatenated.csv,5026,1081,400,0.6264927387237549,466,303,235,77,0.5023126734505088,0.6059817945383615,0.858195211786372,0.7103658536585367,0.6474990928820337,0.6484736355226642
accumulo,my,9,0,5,Dataset/accumulo_500_concatenated.csv,7368,1081,400,0.6841509938240051,461,316,222,82,0.5023126734505088,0.5933075933075933,0.848987108655617,0.6984848484848485,0.630813256930039,0.6318223866790009
accumulo,my,9,0,6,Dataset/accumulo_500_concatenated.csv,8114,1081,400,0.6853806972503662,506,450,88,37,0.5023126734505088,0.5292887029288703,0.9318600368324125,0.6751167444963309,0.5477144050333066,0.5494912118408881
