project,approach,iter,dep_num,history_num,input_file,train_size,test_size,epoch_num,loss,tp,fp,tn,fn,random_precision,precision,recall,f1,auc,accuracy
accumulo,my,20,0,1,Dataset/accumulo_500_concatenated.csv,1328,1081,400,0.560567856,438,72,253,318,0.699352451,0.858823529,0.579365079,0.691943128,0.678913309,0.639222942
accumulo,my,2,3,1,Dataset/accumulo_500_concatenated.csv,1328,1081,400,0.543196678,512,104,221,244,0.699352451,0.831168831,0.677248677,0.746355685,0.678624339,0.678075856
accumulo,my,6,3,1,Dataset/accumulo_500_concatenated.csv,1328,1081,400,0.63688314,474,88,237,282,0.699352451,0.84341637,0.626984127,0.719271624,0.678107448,0.657724329
accumulo,my,13,1,1,Dataset/accumulo_500_concatenated.csv,1328,1081,400,0.508764327,511,104,221,245,0.699352451,0.830894309,0.675925926,0.745441284,0.677962963,0.677150786
accumulo,my,0,0,1,Dataset/accumulo_500_concatenated.csv,1328,1081,400,0.535713017,431,70,255,325,0.699352451,0.860279441,0.57010582,0.685759745,0.677360602,0.634597595
accumulo,my,3,5,1,Dataset/accumulo_500_concatenated.csv,1328,1081,400,0.60157758,389,53,272,367,0.699352451,0.880090498,0.514550265,0.649415693,0.675736671,0.61147086
accumulo,my,5,3,1,Dataset/accumulo_500_concatenated.csv,1328,1081,400,0.541004717,391,54,271,365,0.699352451,0.878651685,0.517195767,0.651124063,0.675520961,0.61239593
accumulo,my,3,4,1,Dataset/accumulo_500_concatenated.csv,1328,1081,400,0.624889493,493,98,227,263,0.699352451,0.834179357,0.652116402,0.73199703,0.67528897,0.666049954
accumulo,my,21,4,1,Dataset/accumulo_500_concatenated.csv,1328,1081,400,0.587104321,472,89,236,284,0.699352451,0.841354724,0.624338624,0.716780562,0.675246235,0.654949121
accumulo,my,25,0,1,Dataset/accumulo_500_concatenated.csv,1328,1081,400,0.536165655,539,118,207,217,0.699352451,0.820395738,0.712962963,0.762915782,0.67494302,0.690101758
accumulo,my,18,5,1,Dataset/accumulo_500_concatenated.csv,1328,1081,400,0.506096601,343,34,291,413,0.699352451,0.909814324,0.453703704,0.605472198,0.67454416,0.586493987
accumulo,my,6,4,1,Dataset/accumulo_500_concatenated.csv,1328,1081,400,0.616147995,391,55,270,365,0.699352451,0.876681614,0.517195767,0.650582363,0.673982499,0.61147086
accumulo,my,13,4,1,Dataset/accumulo_500_concatenated.csv,1328,1081,400,0.605293572,435,74,251,321,0.699352451,0.854616896,0.575396825,0.687747036,0.673852259,0.634597595
accumulo,my,20,2,1,Dataset/accumulo_500_concatenated.csv,1328,1081,400,0.56912607,593,142,183,163,0.699352451,0.806802721,0.784391534,0.795439302,0.673734229,0.717853839
accumulo,my,2,4,1,Dataset/accumulo_500_concatenated.csv,1328,1081,400,0.545339525,374,48,277,382,0.699352451,0.886255924,0.494708995,0.634974533,0.673508344,0.602220167
accumulo,my,11,2,1,Dataset/accumulo_500_concatenated.csv,1328,1081,400,0.55601269,455,83,242,301,0.699352451,0.845724907,0.601851852,0.70324575,0.673233618,0.644773358
accumulo,my,17,1,1,Dataset/accumulo_500_concatenated.csv,1328,1081,400,0.636112273,387,54,271,369,0.699352451,0.87755102,0.511904762,0.646616541,0.672875458,0.608695652
accumulo,my,4,2,1,Dataset/accumulo_500_concatenated.csv,1328,1081,400,0.627209008,452,82,243,304,0.699352451,0.846441948,0.597883598,0.700775194,0.672787953,0.642923219
accumulo,my,26,4,1,Dataset/accumulo_500_concatenated.csv,1328,1081,400,0.584332526,398,59,266,358,0.699352451,0.870897155,0.526455026,0.656224237,0.672458282,0.614246068
accumulo,my,22,5,1,Dataset/accumulo_500_concatenated.csv,1328,1081,400,0.591973066,400,60,265,356,0.699352451,0.869565217,0.529100529,0.657894737,0.672242572,0.615171138
accumulo,my,19,4,1,Dataset/accumulo_500_concatenated.csv,1328,1081,400,0.579488397,416,67,258,340,0.699352451,0.861283644,0.55026455,0.671509282,0.672055352,0.623496762
accumulo,my,26,3,1,Dataset/accumulo_500_concatenated.csv,1328,1081,400,0.569249511,576,136,189,180,0.699352451,0.808988764,0.761904762,0.784741144,0.671721612,0.707678076
accumulo,my,27,1,1,Dataset/accumulo_500_concatenated.csv,1328,1081,400,0.581477404,359,43,282,397,0.699352451,0.893034826,0.474867725,0.620034542,0.671280016,0.592969473
accumulo,my,5,0,1,Dataset/accumulo_500_concatenated.csv,1328,1081,400,0.5164271,398,60,265,358,0.699352451,0.868995633,0.526455026,0.65568369,0.670919821,0.613320999
accumulo,my,1,1,1,Dataset/accumulo_500_concatenated.csv,1328,1081,400,0.586878836,409,65,260,347,0.699352451,0.862869198,0.541005291,0.66504065,0.670502646,0.618871415
accumulo,my,1,0,1,Dataset/accumulo_500_concatenated.csv,1328,1081,400,0.537640929,320,27,298,436,0.699352451,0.922190202,0.423280423,0.580235721,0.67010175,0.571692877
accumulo,my,17,5,1,Dataset/accumulo_500_concatenated.csv,1328,1081,400,0.550117254,480,96,229,276,0.699352451,0.833333333,0.634920635,0.720720721,0.66976801,0.655874191
accumulo,my,12,5,1,Dataset/accumulo_500_concatenated.csv,1328,1081,400,0.562328637,335,34,291,421,0.699352451,0.907859079,0.443121693,0.595555556,0.669253154,0.579093432
accumulo,my,11,4,1,Dataset/accumulo_500_concatenated.csv,1328,1081,400,0.599312007,479,96,229,277,0.699352451,0.833043478,0.633597884,0.719759579,0.669106634,0.654949121
accumulo,my,11,1,1,Dataset/accumulo_500_concatenated.csv,1328,1081,400,0.591799378,435,78,247,321,0.699352451,0.847953216,0.575396825,0.685579196,0.667698413,0.630897317
accumulo,my,12,1,1,Dataset/accumulo_500_concatenated.csv,1328,1081,400,0.598011672,593,146,179,163,0.699352451,0.802435724,0.784391534,0.793311037,0.667580383,0.714153562
accumulo,my,26,1,1,Dataset/accumulo_500_concatenated.csv,1328,1081,400,0.659105599,572,137,188,184,0.699352451,0.806770099,0.756613757,0.780887372,0.667537648,0.703052729
accumulo,my,0,4,1,Dataset/accumulo_500_concatenated.csv,1328,1081,400,0.555867732,460,89,236,296,0.699352451,0.837887067,0.608465608,0.704980843,0.667309727,0.643848289
accumulo,my,24,3,1,Dataset/accumulo_500_concatenated.csv,1328,1081,400,0.574716926,539,123,202,217,0.699352451,0.814199396,0.712962963,0.76022567,0.667250712,0.685476411
accumulo,my,14,2,1,Dataset/accumulo_500_concatenated.csv,1328,1081,400,0.522390783,597,148,177,159,0.699352451,0.801342282,0.78968254,0.795469687,0.667148962,0.7160037
accumulo,my,13,0,1,Dataset/accumulo_500_concatenated.csv,1328,1081,400,0.590805411,468,93,232,288,0.699352451,0.834224599,0.619047619,0.71070615,0.666446886,0.647548566
accumulo,my,10,4,1,Dataset/accumulo_500_concatenated.csv,1328,1081,400,0.56780833,440,81,244,316,0.699352451,0.84452975,0.582010582,0.689115114,0.666389906,0.632747456
accumulo,my,20,3,1,Dataset/accumulo_500_concatenated.csv,1328,1081,400,0.551125586,412,69,256,344,0.699352451,0.856548857,0.544973545,0.666127728,0.666332926,0.617946346
accumulo,my,8,4,1,Dataset/accumulo_500_concatenated.csv,1328,1081,400,0.575417638,384,57,268,372,0.699352451,0.870748299,0.507936508,0.64160401,0.666275946,0.603145236
accumulo,my,9,5,1,Dataset/accumulo_500_concatenated.csv,1328,1081,400,0.600418806,458,89,236,298,0.699352451,0.837294333,0.605820106,0.702993093,0.665986976,0.64199815
accumulo,my,28,3,1,Dataset/accumulo_500_concatenated.csv,1328,1081,400,0.54963094,522,117,208,234,0.699352451,0.816901408,0.69047619,0.748387097,0.665238095,0.675300648
accumulo,my,25,3,1,Dataset/accumulo_500_concatenated.csv,1328,1081,400,0.59888804,538,124,201,218,0.699352451,0.812688822,0.711640212,0.758815233,0.665050875,0.683626272
accumulo,my,7,3,1,Dataset/accumulo_500_concatenated.csv,1328,1081,400,0.556973696,417,72,253,339,0.699352451,0.852760736,0.551587302,0.669879518,0.66502442,0.619796485
accumulo,my,7,4,1,Dataset/accumulo_500_concatenated.csv,1328,1081,400,0.675519824,455,89,236,301,0.699352451,0.836397059,0.601851852,0.7,0.664002849,0.639222942
accumulo,my,26,5,1,Dataset/accumulo_500_concatenated.csv,1328,1081,400,0.605892181,415,72,253,341,0.699352451,0.852156057,0.548941799,0.66773934,0.663701669,0.617946346
accumulo,my,23,4,1,Dataset/accumulo_500_concatenated.csv,1328,1081,400,0.588874757,508,112,213,248,0.699352451,0.819354839,0.671957672,0.738372093,0.663671144,0.666975023
accumulo,my,4,4,1,Dataset/accumulo_500_concatenated.csv,1328,1081,400,0.539839625,384,59,266,372,0.699352451,0.866817156,0.507936508,0.640533778,0.663199023,0.601295097
accumulo,my,11,5,1,Dataset/accumulo_500_concatenated.csv,1328,1081,400,0.528987408,414,72,253,342,0.699352451,0.851851852,0.547619048,0.666666667,0.663040293,0.617021277
accumulo,my,27,5,1,Dataset/accumulo_500_concatenated.csv,1328,1081,400,0.611842215,504,111,214,252,0.699352451,0.819512195,0.666666667,0.735229759,0.662564103,0.664199815
accumulo,my,9,2,1,Dataset/accumulo_500_concatenated.csv,1328,1081,400,0.585712075,557,134,191,199,0.699352451,0.806078148,0.736772487,0.769868694,0.662232397,0.691951896
accumulo,my,14,5,1,Dataset/accumulo_500_concatenated.csv,1328,1081,400,0.636727095,429,79,246,327,0.699352451,0.844488189,0.567460317,0.678797468,0.662191697,0.624421832
accumulo,my,23,1,1,Dataset/accumulo_500_concatenated.csv,1328,1081,400,0.536292315,539,127,198,217,0.699352451,0.809309309,0.712962963,0.758087201,0.661096866,0.681776133
accumulo,my,19,2,1,Dataset/accumulo_500_concatenated.csv,1328,1081,400,0.569962919,512,116,209,244,0.699352451,0.815286624,0.677248677,0.739884393,0.6601628,0.666975023
accumulo,my,24,5,1,Dataset/accumulo_500_concatenated.csv,1328,1081,400,0.618876755,400,68,257,356,0.699352451,0.854700855,0.529100529,0.653594771,0.65993488,0.607770583
accumulo,my,27,0,1,Dataset/accumulo_500_concatenated.csv,1328,1081,400,0.575344205,602,155,170,154,0.699352451,0.795244386,0.796296296,0.795769993,0.65968661,0.714153562
accumulo,my,10,2,1,Dataset/accumulo_500_concatenated.csv,1328,1081,400,0.558102489,476,101,224,280,0.699352451,0.824956672,0.62962963,0.714178545,0.659430199,0.647548566
accumulo,my,19,1,1,Dataset/accumulo_500_concatenated.csv,1328,1081,400,0.55182761,450,90,235,306,0.699352451,0.833333333,0.595238095,0.694444444,0.659157509,0.633672525
accumulo,my,0,5,1,Dataset/accumulo_500_concatenated.csv,1328,1081,400,0.650600135,463,96,229,293,0.699352451,0.828264758,0.612433862,0.70418251,0.658524624,0.640148011
accumulo,my,15,0,1,Dataset/accumulo_500_concatenated.csv,1328,1081,400,0.519422114,472,100,225,284,0.699352451,0.825174825,0.624338624,0.710843373,0.658323158,0.644773358
accumulo,my,4,5,1,Dataset/accumulo_500_concatenated.csv,1328,1081,400,0.63084501,408,73,252,348,0.699352451,0.848232848,0.53968254,0.659660469,0.657533578,0.610545791
accumulo,my,26,0,1,Dataset/accumulo_500_concatenated.csv,1328,1081,400,0.538449764,315,34,291,441,0.699352451,0.902578797,0.416666667,0.570135747,0.656025641,0.560592044
accumulo,my,7,1,1,Dataset/accumulo_500_concatenated.csv,1328,1081,400,0.563457251,501,114,211,255,0.699352451,0.814634146,0.662698413,0.730853392,0.655964591,0.658649399
accumulo,my,9,1,1,Dataset/accumulo_500_concatenated.csv,1328,1081,400,0.515105844,552,136,189,204,0.699352451,0.802325581,0.73015873,0.764542936,0.655848596,0.685476411
accumulo,my,27,4,1,Dataset/accumulo_500_concatenated.csv,1328,1081,400,0.68027246,640,174,151,116,0.699352451,0.786240786,0.846560847,0.815286624,0.655588116,0.73172988
accumulo,my,0,3,1,Dataset/accumulo_500_concatenated.csv,1328,1081,400,0.544720709,409,75,250,347,0.699352451,0.845041322,0.541005291,0.659677419,0.65511803,0.609620722
accumulo,my,15,3,1,Dataset/accumulo_500_concatenated.csv,1328,1081,400,0.592742443,596,156,169,160,0.699352451,0.792553191,0.788359788,0.790450928,0.654179894,0.707678076
accumulo,my,16,2,1,Dataset/accumulo_500_concatenated.csv,1328,1081,400,0.615717888,468,101,224,288,0.699352451,0.822495606,0.619047619,0.706415094,0.654139194,0.640148011
accumulo,my,18,0,1,Dataset/accumulo_500_concatenated.csv,1328,1081,400,0.508502901,549,136,189,207,0.699352451,0.801459854,0.726190476,0.761970854,0.653864469,0.682701203
accumulo,my,28,5,1,Dataset/accumulo_500_concatenated.csv,1328,1081,400,0.578007996,314,35,290,442,0.699352451,0.899713467,0.415343915,0.568325792,0.653825804,0.558741906
accumulo,my,25,2,1,Dataset/accumulo_500_concatenated.csv,1328,1081,400,0.579927504,414,78,247,342,0.699352451,0.841463415,0.547619048,0.663461538,0.653809524,0.61147086
accumulo,my,13,2,1,Dataset/accumulo_500_concatenated.csv,1328,1081,400,0.504103124,658,183,142,98,0.699352451,0.782401902,0.87037037,0.824045085,0.653646724,0.740055504
accumulo,my,18,3,1,Dataset/accumulo_500_concatenated.csv,1328,1081,400,0.639183581,537,131,194,219,0.699352451,0.803892216,0.71031746,0.754213483,0.653620269,0.676225717
accumulo,my,15,4,1,Dataset/accumulo_500_concatenated.csv,1328,1081,400,0.495573163,511,120,205,245,0.699352451,0.809825674,0.675925926,0.736842105,0.653347578,0.662349676
accumulo,my,2,5,1,Dataset/accumulo_500_concatenated.csv,1328,1081,400,0.692962468,485,109,216,271,0.699352451,0.816498316,0.641534392,0.718518519,0.653074888,0.648473636
accumulo,my,17,3,1,Dataset/accumulo_500_concatenated.csv,1328,1081,400,0.644906223,478,106,219,278,0.699352451,0.818493151,0.632275132,0.713432836,0.653060643,0.644773358
accumulo,my,12,3,1,Dataset/accumulo_500_concatenated.csv,1328,1081,400,0.633519113,545,135,190,211,0.699352451,0.801470588,0.720899471,0.759052925,0.652757428,0.679925994
accumulo,my,24,4,1,Dataset/accumulo_500_concatenated.csv,1328,1081,400,0.499640167,340,47,278,416,0.699352451,0.878552972,0.44973545,0.594925634,0.652560033,0.571692877
accumulo,my,24,1,1,Dataset/accumulo_500_concatenated.csv,1328,1081,400,0.571232915,642,177,148,114,0.699352451,0.783882784,0.849206349,0.815238095,0.652295482,0.73080481
accumulo,my,1,5,1,Dataset/accumulo_500_concatenated.csv,1328,1081,400,0.548539042,295,28,297,461,0.699352451,0.913312693,0.39021164,0.546802595,0.652028897,0.547641073
accumulo,my,2,1,1,Dataset/accumulo_500_concatenated.csv,1328,1081,400,0.558140814,504,118,207,252,0.699352451,0.810289389,0.666666667,0.73149492,0.651794872,0.657724329
accumulo,my,3,2,1,Dataset/accumulo_500_concatenated.csv,1328,1081,400,0.657166004,497,115,210,259,0.699352451,0.812091503,0.657407407,0.726608187,0.651780627,0.654024052
accumulo,my,14,1,1,Dataset/accumulo_500_concatenated.csv,1328,1081,400,0.568258286,549,138,187,207,0.699352451,0.799126638,0.726190476,0.760914761,0.650787546,0.680851064
accumulo,my,13,3,1,Dataset/accumulo_500_concatenated.csv,1328,1081,400,0.561194897,300,31,294,456,0.699352451,0.906344411,0.396825397,0.551977921,0.650720391,0.549491212
accumulo,my,15,2,1,Dataset/accumulo_500_concatenated.csv,1328,1081,400,0.587608635,536,133,192,220,0.699352451,0.801195815,0.708994709,0.752280702,0.64988197,0.673450509
accumulo,my,1,2,1,Dataset/accumulo_500_concatenated.csv,1328,1081,400,0.55578506,366,60,265,390,0.699352451,0.85915493,0.484126984,0.61928934,0.6497558,0.583718779
accumulo,my,5,1,1,Dataset/accumulo_500_concatenated.csv,1328,1081,400,0.568903148,394,73,252,362,0.699352451,0.843683084,0.521164021,0.644317253,0.648274318,0.59759482
accumulo,my,3,0,1,Dataset/accumulo_500_concatenated.csv,1328,1081,400,0.540829599,468,105,220,288,0.699352451,0.816753927,0.619047619,0.704288939,0.647985348,0.636447734
